Asia,Office Supplies,Online,C,20140519,600623691,852440.00
Middle East and North Africa,Personal Care,Online,C,20100508,867997014,212007.60
Sub-Saharan Africa,Personal Care,Online,M,20130415,515700232,150710.84
Europe,Fruits,Offline,L,20191130,820344674,17048.34
Middle East and North Africa,Clothes,Offline,C,20120603,428854167,465095.52
Europe,Beverages,Offline,H,20170412,308465039,8064.90
Europe,Meat,Offline,L,20140503,596726119,192992.80
Sub-Saharan Africa,Vegetables,Online,H,20170110,151498734,44001.61
Australia and Oceania,Cereal,Offline,M,20130723,600956714,469615.59
Sub-Saharan Africa,Fruits,Online,H,20150109,493586385,4904.35
Europe,Office Supplies,Online,L,20171224,248186576,350722.50
Sub-Saharan Africa,Baby Food,Online,M,20200629,803868615,138230.12
Australia and Oceania,Office Supplies,Offline,L,20161013,470056331,1132336.25
Europe,Snacks,Online,M,20130408,776486051,459426.48
Europe,Personal Care,Offline,M,20120709,623206603,239022.28
Sub-Saharan Africa,Personal Care,Online,H,20180814,330579316,115802.26
Europe,Cereal,Online,L,20100529,289278018,234674.91
Australia and Oceania,Beverages,Online,L,20110106,510289037,73930.86
Central America and the Cari,Cereal,Online,C,20180505,174911201,794297.94
Europe,Vegetables,Online,M,20100523,784755837,350118.98
Sub-Saharan Africa,Vegetables,Online,M,20141022,311746776,104353.89
Middle East and North Africa,Clothes,Offline,H,20171215,848120343,478241.28
Europe,Vegetables,Online,H,20130119,956425368,402453.75
Sub-Saharan Africa,Vegetables,Offline,M,20160316,619523179,601692.03
North America,Fruits,Online,C,20180417,790587604,3120.95
Central America and the Cari,Meat,Offline,L,20110912,243104970,515829.60
Asia,Vegetables,Online,H,20170115,520874106,446834.14
Europe,Snacks,Online,H,20130831,988006341,104049.18
Australia and Oceania,Fruits,Offline,H,20191110,178925502,16597.67
Europe,Office Supplies,Offline,M,20120817,748367917,953440.00
Europe,Office Supplies,Offline,H,20180810,921382415,806358.75
Sub-Saharan Africa,Cereal,Online,M,20120619,343330323,702252.93
Central America and the Cari,Vegetables,Offline,M,20180703,529885470,236169.33
Asia,Household,Online,M,20190929,817034184,1230710.98
Europe,Snacks,Offline,L,20161001,611075294,530115.96
Asia,Office Supplies,Online,L,20110809,738620126,374205.00
Sub-Saharan Africa,Snacks,Online,M,20130323,296592509,395298.66
Asia,Meat,Offline,L,20100827,702228772,226168.80
Sub-Saharan Africa,Clothes,Offline,M,20100621,743077743,152167.68
Australia and Oceania,Snacks,Offline,M,20100128,627000749,127373.40
Sub-Saharan Africa,Baby Food,Online,M,20130917,632171618,238212.10
Central America and the Cari,Cereal,Offline,H,20160608,657076680,216691.14
Sub-Saharan Africa,Office Supplies,Offline,C,20200225,670514762,1145466.25
Sub-Saharan Africa,Household,Online,H,20170729,261597192,211637.21
Europe,Beverages,Offline,H,20181219,889747798,78300.00
Europe,Clothes,Online,C,20140914,934702908,603456.48
Sub-Saharan Africa,Baby Food,Offline,M,20120915,646511352,568545.66
Sub-Saharan Africa,Cosmetics,Offline,L,20110916,795534455,900472.73
Central America and the Cari,Baby Food,Online,C,20170415,422446048,2684.08
Central America and the Cari,Household,Online,H,20150222,888232457,1090006.21
Europe,Clothes,Offline,C,20190320,924192512,584362.08
Central America and the Cari,Personal Care,Online,H,20121110,681937539,233734.62
Asia,Fruits,Online,C,20180514,383391368,6940.80
Sub-Saharan Africa,Baby Food,Online,C,20161004,770790326,272338.26
Sub-Saharan Africa,Beverages,Offline,H,20170416,856683242,7266.24
Europe,Beverages,Offline,M,20200112,173931443,141472.44
Asia,Cereal,Online,L,20100706,125708758,785793.30
Middle East and North Africa,Baby Food,Offline,C,20180717,835501515,222395.20
Europe,Clothes,Offline,L,20160814,697108542,643628.16
Sub-Saharan Africa,Household,Offline,L,20101030,424641168,1593162.49
Asia,Personal Care,Online,L,20140207,802523219,82923.54
Europe,Baby Food,Offline,H,20190629,435491025,31346.22
Sub-Saharan Africa,Vegetables,Offline,M,20160315,698593413,515772.10
Asia,Snacks,Online,L,20160502,787191712,351572.64
Europe,Cereal,Offline,L,20170613,866959750,133859.49
Central America and the Cari,Baby Food,Online,H,20180810,723883855,208399.64
Europe,Beverages,Online,C,20150114,214262855,62561.70
Sub-Saharan Africa,Clothes,Online,C,20140226,614708077,340394.40
Sub-Saharan Africa,Household,Online,L,20190717,572143352,1456269.51
Europe,Vegetables,Online,L,20141120,153805005,200374.62
Europe,Snacks,Offline,C,20120213,397241866,85522.14
Asia,Household,Online,H,20131226,160315263,1608243.92
Asia,Household,Offline,C,20190520,171199023,74578.50
Asia,Fruits,Online,M,20180106,778379476,20819.99
Europe,Cosmetics,Offline,C,20170221,600655448,1069300.50
Europe,Household,Online,H,20141027,577138268,1142542.62
Asia,Fruits,Offline,M,20151220,817251765,4369.33
Middle East and North Africa,Baby Food,Offline,C,20160421,150732266,372128.52
North America,Fruits,Online,H,20180529,177628600,7483.05
North America,Cereal,Online,L,20150829,318302094,134479.62
Asia,Personal Care,Offline,H,20181227,963426578,205216.34
Asia,Household,Online,H,20190610,323988378,698717.68
Europe,Fruits,Offline,M,20141129,281286323,18626.89
Europe,Cereal,Offline,C,20150630,536931741,787476.51
Central America and the Cari,Baby Food,Online,H,20160930,862848460,468659.54
Asia,Personal Care,Offline,C,20150923,651272809,124097.12
Central America and the Cari,Office Supplies,Offline,H,20160507,264753615,673291.25
Sub-Saharan Africa,Beverages,Offline,L,20130430,586152207,67635.54
Sub-Saharan Africa,Household,Online,H,20181209,768642413,1197564.98
Central America and the Cari,Snacks,Online,M,20141110,485710561,77361.42
Middle East and North Africa,Beverages,Offline,H,20110108,381155478,19277.46
Australia and Oceania,Clothes,Online,M,20181108,719088494,229132.80
Europe,Clothes,Online,C,20131111,933933436,37674.72
Asia,Snacks,Online,M,20151031,980426633,489808.62
Sub-Saharan Africa,Beverages,Online,M,20190425,883616912,11510.10
Middle East and North Africa,Beverages,Online,M,20200515,288865602,9489.96
Central America and the Cari,Personal Care,Offline,L,20110319,711846530,1553.72
Australia and Oceania,Household,Online,H,20170822,588546025,447968.19
Central America and the Cari,Snacks,Online,H,20181102,225262916,504916.98
Asia,Meat,Online,M,20161115,448608529,119433.60
Sub-Saharan Africa,Vegetables,Offline,C,20200904,355506694,74872.18
Central America and the Cari,Personal Care,Offline,C,20190415,463193738,204865.50
Europe,Household,Offline,H,20190414,459218490,300137.03
Sub-Saharan Africa,Clothes,Offline,C,20180123,551442277,211433.76
Europe,Cosmetics,Offline,M,20191115,118038928,1599082.39
Europe,Clothes,Offline,H,20191006,857494771,45018.72
Asia,Clothes,Offline,L,20190824,938608634,294347.52
Asia,Beverages,Online,L,20120326,850491845,129852.72
Asia,Vegetables,Offline,L,20180625,252568233,593863.91
Sub-Saharan Africa,Meat,Online,M,20180127,224574124,304818.80
Europe,Vegetables,Offline,L,20181205,116558349,66917.80
Asia,Fruits,Online,C,20191011,698882234,8767.58
Sub-Saharan Africa,Baby Food,Offline,H,20150705,112219607,683481.80
Middle East and North Africa,Beverages,Online,M,20130317,617556798,119564.10
Sub-Saharan Africa,Meat,Offline,C,20160214,946192634,473730.40
Middle East and North Africa,Beverages,Online,M,20180419,349738442,66273.12
Europe,Personal Care,Online,H,20200822,850118052,192410.68
Asia,Office Supplies,Online,M,20141112,489567792,359055.00
Central America and the Cari,Household,Offline,C,20100324,980636489,163078.32
Asia,Cosmetics,Offline,H,20170628,956185472,936116.08
Australia and Oceania,Cereal,Online,L,20110628,919388568,563698.17
Sub-Saharan Africa,Baby Food,Online,H,20110506,993732106,600850.48
Asia,Snacks,Online,M,20101208,473014914,246972.06
Sub-Saharan Africa,Cosmetics,Online,M,20160508,971348321,418852.83
Asia,Clothes,Offline,C,20190218,573156154,624093.12
Central America and the Cari,Baby Food,Offline,C,20120502,583174741,308669.20
Sub-Saharan Africa,Office Supplies,Online,M,20170330,576452910,515226.25
Asia,Fruits,Online,H,20131116,648351991,1486.97
Australia and Oceania,Beverages,Online,L,20100628,964545810,147110.04
Asia,Personal Care,Online,L,20161102,411020696,225840.72
Asia,Meat,Offline,H,20170616,644075477,291777.20
Asia,Meat,Online,M,20191005,240321481,304361.20
Middle East and North Africa,Clothes,Offline,C,20160820,546682536,320639.04
Europe,Baby Food,Online,M,20130227,730394971,858713.88
Europe,Vegetables,Online,M,20100728,929007613,180046.76
Europe,Cosmetics,Online,H,20110812,900381791,319051.45
Middle East and North Africa,Office Supplies,Online,C,20150307,472691333,1101405.00
Europe,Meat,Online,H,20101226,894422566,478649.60
Middle East and North Africa,Cereal,Offline,M,20161220,784374320,234497.73
Europe,Meat,Offline,M,20200704,181657922,312941.20
Europe,Cosmetics,Offline,L,20151026,995697200,1353230.21
Middle East and North Africa,Vegetables,Offline,C,20200104,256228482,161423.41
Sub-Saharan Africa,Cosmetics,Offline,C,20140408,463300597,1703404.39
Europe,Clothes,Offline,M,20130514,137274873,113097.60
Sub-Saharan Africa,Fruits,Offline,C,20170717,568825137,16515.73
Middle East and North Africa,Personal Care,Online,C,20171102,868937718,171285.10
Europe,Personal Care,Offline,M,20120225,218911445,240976.96
Sub-Saharan Africa,Cereal,Offline,C,20100728,120357644,474488.04
Europe,Beverages,Offline,H,20190510,345200145,19559.34
Sub-Saharan Africa,Meat,Offline,C,20140303,285675275,372772.40
Sub-Saharan Africa,Household,Online,M,20200424,304331862,1229053.68
Asia,Clothes,Online,H,20110214,384031236,163918.08
Europe,Fruits,Online,C,20200401,577947223,15137.21
Central America and the Cari,Office Supplies,Offline,H,20180909,559566152,872892.50
Europe,Personal Care,Online,M,20160513,972686851,213235.54
North America,Beverages,Offline,C,20140106,281420648,117105.48
Sub-Saharan Africa,Personal Care,Offline,L,20190324,620191371,182035.84
Sub-Saharan Africa,Office Supplies,Online,L,20190914,143735349,421548.75
Middle East and North Africa,Personal Care,Online,H,20200908,677101409,205692.48
Sub-Saharan Africa,Snacks,Online,M,20180331,965650880,353392.26
Central America and the Cari,Cereal,Online,M,20150413,725057590,842313.72
Sub-Saharan Africa,Snacks,Offline,M,20160316,191307866,60874.56
Sub-Saharan Africa,Beverages,Offline,C,20101124,570700538,28595.16
Asia,Clothes,Online,L,20120214,889846932,318509.28
Australia and Oceania,Baby Food,Offline,L,20180208,245670878,798226.22
Middle East and North Africa,Snacks,Offline,H,20171122,955408704,304483.08
Sub-Saharan Africa,Clothes,Offline,M,20180125,906609237,343332.00
Sub-Saharan Africa,Snacks,Online,C,20160109,307133805,362435.22
Middle East and North Africa,Meat,Offline,H,20160102,335156238,516687.60
Middle East and North Africa,Personal Care,Online,M,20130124,889162862,47739.30
Europe,Fruits,Offline,L,20191023,137952506,4981.47
Europe,Office Supplies,Online,L,20180404,370636498,1064413.75
Sub-Saharan Africa,Snacks,Online,M,20180901,346638667,382671.60
Europe,Office Supplies,Online,C,20110602,245695340,702707.50
Middle East and North Africa,Clothes,Online,H,20150214,317855346,684093.60
Europe,Meat,Offline,M,20171026,433480012,298755.60
Middle East and North Africa,Vegetables,Offline,L,20140525,533243167,464510.54
Australia and Oceania,Office Supplies,Offline,C,20111210,178131139,229396.25
Europe,Office Supplies,Offline,M,20130911,799442756,218665.00
Australia and Oceania,Meat,Online,C,20130916,748789346,129386.40
Sub-Saharan Africa,Baby Food,Offline,C,20121120,248094737,536911.86
Europe,Beverages,Online,H,20130821,939595258,93521.52
Europe,Meat,Online,C,20140711,935839736,264778.80
Sub-Saharan Africa,Personal Care,Offline,M,20150814,669689500,121791.60
Sub-Saharan Africa,Fruits,Offline,H,20130219,644318377,16824.21
Europe,Cereal,Offline,L,20150704,983212697,295979.19
Sub-Saharan Africa,Cosmetics,Online,M,20160812,980171287,577248.40
Australia and Oceania,Beverages,Offline,L,20111105,449305474,130432.14
Asia,Cosmetics,Online,M,20140220,175039088,1184228.57
Sub-Saharan Africa,Cosmetics,Online,C,20160716,562108457,1606211.06
Sub-Saharan Africa,Household,Online,L,20181214,285562407,516580.41
Middle East and North Africa,Clothes,Online,H,20120202,340762269,586271.52
North America,Baby Food,Online,C,20141122,893381869,38631.58
Europe,Vegetables,Offline,M,20150928,829407536,566654.88
Australia and Oceania,Cosmetics,Online,M,20200718,905138099,1622554.84
Central America and the Cari,Vegetables,Online,M,20150505,597184884,576566.29
Sub-Saharan Africa,Baby Food,Online,M,20140525,352471721,294290.20
Sub-Saharan Africa,Beverages,Online,M,20120206,238234937,123197.22
Central America and the Cari,Baby Food,Online,H,20200520,392023360,697764.94
Sub-Saharan Africa,Snacks,Online,L,20200807,571698319,391052.88
Europe,Office Supplies,Offline,H,20110825,605433642,15655.00
Sub-Saharan Africa,Beverages,Online,H,20150425,841715657,19152.18
Asia,Fruits,Offline,C,20170620,799343192,5468.29
Middle East and North Africa,Personal Care,Offline,H,20160303,517427575,179755.38
Central America and the Cari,Vegetables,Online,C,20160502,105392634,434145.01
Middle East and North Africa,Snacks,Online,M,20130908,192974698,240189.84
Australia and Oceania,Fruits,Online,H,20101018,580222594,23169.74
Middle East and North Africa,Personal Care,Online,L,20110929,687497651,117481.28
Sub-Saharan Africa,Cosmetics,Offline,H,20161007,905473697,1502758.41
Europe,Personal Care,Online,H,20161126,345137059,64654.80
North America,Cereal,Online,M,20100122,887786567,410083.11
Asia,Fruits,Online,H,20170105,435033547,11927.09
Europe,Beverages,Online,M,20111208,558801829,11494.44
Sub-Saharan Africa,Household,Online,M,20130411,651327741,200036.11
Middle East and North Africa,Cosmetics,Offline,H,20140402,175160109,456234.88
Middle East and North Africa,Clothes,Online,C,20200411,913160264,240075.36
Sub-Saharan Africa,Baby Food,Offline,C,20110715,218502032,811167.32
Sub-Saharan Africa,Cereal,Offline,L,20120628,464671742,491585.91
Europe,Meat,Offline,C,20110907,495468223,509766.40
Middle East and North Africa,Fruits,Offline,C,20200715,575002801,11956.01
Europe,Meat,Offline,C,20140725,137699306,408350.80
Central America and the Cari,Fruits,Offline,M,20130719,938294064,2217.20
Sub-Saharan Africa,Meat,Online,H,20120115,301835906,503760.40
Europe,Baby Food,Offline,C,20161015,573686158,511700.68
Sub-Saharan Africa,Clothes,Online,H,20200107,569518649,152681.76
Sub-Saharan Africa,Cosmetics,Online,C,20150610,525319707,457278.10
Middle East and North Africa,Fruits,Offline,C,20140427,747388160,18364.20
Asia,Fruits,Offline,M,20180923,262335336,23401.10
Asia,Snacks,Online,C,20160314,867085063,473873.16
Sub-Saharan Africa,Fruits,Online,H,20170303,378873670,14443.13
Europe,Baby Food,Offline,L,20170709,285249984,63651.04
Sub-Saharan Africa,Cosmetics,Online,C,20140826,794075334,589767.04
Sub-Saharan Africa,Cereal,Online,C,20121020,383523547,176737.05
Asia,Personal Care,Online,H,20170924,752080953,158429.32
Australia and Oceania,Baby Food,Offline,H,20200822,968546378,311640.86
Sub-Saharan Africa,Baby Food,Online,C,20140403,622031152,162578.56
Central America and the Cari,Personal Care,Offline,M,20190709,271959102,190380.82
Australia and Oceania,Meat,Online,C,20160215,998066556,510681.60
Australia and Oceania,Office Supplies,Online,C,20111226,350402343,87743.75
Sub-Saharan Africa,Baby Food,Online,H,20160713,899327790,952177.38
North America,Clothes,Offline,M,20131215,785516726,52142.40
Sub-Saharan Africa,Cereal,Offline,L,20110506,469955480,808383.75
Australia and Oceania,Personal Care,Offline,M,20111209,483942878,208173.42
Sub-Saharan Africa,Vegetables,Online,L,20200625,979090249,215715.21
Middle East and North Africa,Household,Offline,C,20160701,377321422,1101773.04
Australia and Oceania,Household,Online,H,20130130,320872724,368583.52
Europe,Personal Care,Offline,H,20190630,722292983,35058.94
Europe,Cosmetics,Offline,C,20140531,214443528,1297070.20
Sub-Saharan Africa,Personal Care,Offline,C,20150614,200498187,18143.44
Australia and Oceania,Office Supplies,Offline,L,20200503,803943288,446798.75
Europe,Household,Offline,M,20120407,418577659,876048.78
Middle East and North Africa,Snacks,Online,H,20180914,658512628,406657.50
Asia,Household,Offline,M,20200703,508172023,1367106.77
Middle East and North Africa,Personal Care,Offline,H,20100920,372292172,210052.92
Sub-Saharan Africa,Cereal,Online,M,20100821,725921905,467578.02
Europe,Meat,Online,H,20101219,764422547,484712.80
Middle East and North Africa,Fruits,Online,M,20191219,653467929,10934.17
Asia,Vegetables,Offline,M,20150423,179044377,130363.45
Sub-Saharan Africa,Cereal,Offline,C,20130810,997450721,592578.51
Middle East and North Africa,Office Supplies,Online,L,20110803,785298287,766211.25
Central America and the Cari,Office Supplies,Offline,H,20121028,889510905,618498.75
Sub-Saharan Africa,Beverages,Online,C,20110917,477324903,155049.66
Sub-Saharan Africa,Snacks,Offline,H,20200303,586289107,266326.20
Europe,Clothes,Offline,M,20190725,974264848,402010.56
Sub-Saharan Africa,Meat,Online,L,20190623,569425952,265865.60
Middle East and North Africa,Personal Care,Online,M,20200424,620258748,180482.12
Asia,Personal Care,Offline,H,20180820,645562064,125675.90
Middle East and North Africa,Clothes,Offline,C,20120702,684447228,146880.00
Sub-Saharan Africa,Household,Online,L,20170710,846338069,1507645.81
Europe,Meat,Online,C,20180923,860970914,530873.20
Middle East and North Africa,Meat,Offline,L,20180908,528394591,146260.40
Asia,Household,Online,C,20101016,168970429,159100.80
Central America and the Cari,Cosmetics,Offline,M,20160828,173372256,618629.46
Sub-Saharan Africa,Beverages,Online,M,20160822,552586400,22707.00
Sub-Saharan Africa,Snacks,Online,C,20190501,487911689,152517.24
Europe,Personal Care,Online,L,20130605,580959451,192135.02
Europe,Cosmetics,Offline,H,20151118,603653514,581421.28
Sub-Saharan Africa,Baby Food,Online,H,20130120,848230206,864944.78
Sub-Saharan Africa,Clothes,Offline,C,20190722,777238357,70282.08
Europe,Beverages,Offline,C,20190529,373539292,116385.12
Europe,Beverages,Online,M,20140309,590306842,58991.22
Australia and Oceania,Baby Food,Offline,H,20170828,201027333,700736.60
Sub-Saharan Africa,Personal Care,Online,C,20180513,749499595,61146.40
Australia and Oceania,Clothes,Online,C,20170113,699834954,409060.80
Asia,Household,Online,M,20100728,386457240,23202.20
Europe,Fruits,Offline,H,20181003,664102780,3916.25
Middle East and North Africa,Meat,Online,L,20141001,657820403,144716.00
Asia,Vegetables,Offline,L,20160102,912971436,466593.83
Sub-Saharan Africa,Personal Care,Offline,M,20140924,245229709,194841.50
Australia and Oceania,Clothes,Offline,L,20150506,690581548,534716.64
Central America and the Cari,Clothes,Online,H,20180530,755325782,480224.16
Middle East and North Africa,Beverages,Offline,H,20150423,366073739,128552.94
Europe,Snacks,Offline,M,20141219,419749248,109452.90
Sub-Saharan Africa,Beverages,Online,H,20170210,533588635,150179.40
Middle East and North Africa,Office Supplies,Online,M,20170823,395140731,1234472.50
Sub-Saharan Africa,Household,Offline,M,20131212,212266862,552875.28
Sub-Saharan Africa,Clothes,Offline,H,20100410,263140857,593542.08
Asia,Snacks,Online,C,20120515,446249043,213005.82
Europe,Beverages,Online,C,20110613,730390250,118405.26
Europe,Snacks,Offline,M,20101201,704675805,445806.90
Europe,Personal Care,Offline,C,20100507,928529536,34557.74
Central America and the Cari,Clothes,Online,H,20101021,681687772,397677.60
Sub-Saharan Africa,Vegetables,Offline,H,20200318,214199340,328212.87
Middle East and North Africa,Personal Care,Online,H,20151129,296425569,194666.08
Australia and Oceania,Office Supplies,Offline,M,20140307,869040286,907358.75
Central America and the Cari,Baby Food,Online,L,20110531,593029820,916134.02
Central America and the Cari,Snacks,Offline,M,20101106,899693000,441505.98
Sub-Saharan Africa,Fruits,Online,C,20170326,140641152,18549.77
Sub-Saharan Africa,Meat,Online,H,20100130,337798106,46961.20
Europe,Personal Care,Online,L,20130312,433400189,40146.12
Europe,Snacks,Online,L,20140608,339996230,71406.30
Europe,Beverages,Offline,L,20131116,490447556,49892.76
Australia and Oceania,Cereal,Online,C,20180608,487927997,672575.28
Sub-Saharan Africa,Beverages,Online,C,20150222,455923879,107458.92
Europe,Vegetables,Online,H,20190413,588234031,23736.88
Europe,Beverages,Offline,H,20150715,698969781,149490.36
Middle East and North Africa,Office Supplies,Offline,M,20161105,672554957,355015.00
Central America and the Cari,Cosmetics,Online,L,20160405,913725888,113015.50
Australia and Oceania,Clothes,Online,M,20130906,997531402,41420.16
Europe,Office Supplies,Online,L,20100707,119332826,263862.50
Sub-Saharan Africa,Household,Online,M,20150104,244803988,297485.35
Central America and the Cari,Meat,Online,C,20150718,259931218,473558.80
Sub-Saharan Africa,Cosmetics,Online,C,20180112,921013343,1246647.90
Sub-Saharan Africa,Household,Online,H,20190313,804661691,1015924.90
Europe,Cereal,Offline,M,20111204,357800090,872877.27
Middle East and North Africa,Cosmetics,Offline,L,20111228,547664868,879782.20
Australia and Oceania,Snacks,Offline,L,20200817,611804854,303655.98
Australia and Oceania,Snacks,Online,L,20190312,308081376,384877.20
Asia,Snacks,Online,M,20170412,364668262,126656.58
Sub-Saharan Africa,Vegetables,Offline,C,20150415,230051839,398097.78
Asia,Cereal,Online,M,20200620,323030936,78579.33
Middle East and North Africa,Cosmetics,Offline,H,20200312,682716882,1730354.24
Europe,Fruits,Online,L,20190519,518533504,10705.22
Central America and the Cari,Vegetables,Online,C,20130928,460217130,462806.03
Central America and the Cari,Beverages,Online,M,20160721,307816588,135051.84
Asia,Snacks,Offline,C,20100704,381693208,19684.98
Central America and the Cari,Office Supplies,Online,H,20170321,172520816,201747.50
Middle East and North Africa,Vegetables,Offline,H,20170116,591285741,217482.85
Sub-Saharan Africa,Household,Offline,L,20180729,819286811,667726.17
Sub-Saharan Africa,Cosmetics,Online,L,20100705,558135354,610109.83
Europe,Personal Care,Online,C,20200629,479755198,227519.74
Sub-Saharan Africa,Meat,Online,M,20130701,876382672,569883.60
Middle East and North Africa,Household,Online,H,20141030,310566604,400072.22
Sub-Saharan Africa,Vegetables,Offline,M,20190317,565168321,297973.60
Sub-Saharan Africa,Cereal,Offline,C,20170703,793361651,194720.82
Middle East and North Africa,Cosmetics,Offline,H,20121018,668632924,381818.52
Asia,Beverages,Online,H,20150107,834780967,142412.04
Sub-Saharan Africa,Office Supplies,Online,M,20140315,655917108,1174503.75
Sub-Saharan Africa,Baby Food,Online,M,20171210,466465175,600658.76
Europe,Office Supplies,Online,M,20131208,221161496,688820.00
Sub-Saharan Africa,Clothes,Offline,H,20180217,845054900,688793.76
Sub-Saharan Africa,Snacks,Online,C,20151120,183506715,141709.80
Asia,Personal Care,Offline,H,20100210,652190768,165295.76
Asia,Meat,Online,L,20151130,687093389,289260.40
Asia,Office Supplies,Online,L,20120622,594513404,1083477.50
Europe,Clothes,Online,M,20120723,301062142,722135.52
Central America and the Cari,Cereal,Online,H,20140525,703663432,753103.59
Europe,Clothes,Offline,L,20170922,519553601,463479.84
Australia and Oceania,Cereal,Online,L,20180607,336281478,178686.03
Sub-Saharan Africa,Vegetables,Offline,H,20131129,361708390,404347.65
Central America and the Cari,Clothes,Offline,L,20190208,874008166,535671.36
Asia,Fruits,Online,H,20180516,871667134,10917.30
Asia,Baby Food,Offline,C,20130813,323484122,478820.70
Sub-Saharan Africa,Snacks,Offline,H,20181211,618570458,419064.00
Europe,Household,Offline,M,20120714,516349971,1373238.78
Europe,Fruits,Offline,L,20161105,196558988,12115.07
Sub-Saharan Africa,Vegetables,Offline,L,20180530,809246337,178594.77
Central America and the Cari,Office Supplies,Offline,L,20151217,424773347,1101910.00
Europe,Fruits,Online,C,20150128,783813846,16363.90
Europe,Baby Food,Offline,H,20120225,547354161,298603.90
Europe,Vegetables,Online,C,20100605,246693122,52524.16
Central America and the Cari,Office Supplies,Offline,M,20140825,933442056,644127.50
Middle East and North Africa,Meat,Online,L,20150111,129524791,464406.80
Asia,Clothes,Offline,M,20131221,377177655,301471.20
Europe,Fruits,Offline,L,20100117,688949477,10399.15
Middle East and North Africa,Beverages,Offline,L,20140103,597701585,31883.76
Asia,Snacks,Offline,H,20110523,606607806,418236.90
Europe,Household,Online,M,20100814,839154469,548566.30
Asia,Fruits,Offline,C,20160408,589140403,20706.72
Sub-Saharan Africa,Fruits,Offline,H,20130113,570676934,11666.81
Europe,Vegetables,Offline,H,20131109,668187892,31628.13
Asia,Beverages,Offline,L,20111012,386409604,94649.04
Asia,Personal Care,Offline,L,20170525,200390899,224913.50
Sub-Saharan Africa,Personal Care,Offline,M,20100924,205493104,221304.86
Central America and the Cari,Fruits,Online,L,20100922,567390048,5251.39
Europe,Snacks,Online,L,20160613,172068059,420001.38
Sub-Saharan Africa,Meat,Online,H,20120606,675825965,44387.20
Central America and the Cari,Cereal,Online,C,20161012,655275094,825393.03
Middle East and North Africa,Beverages,Online,L,20110910,557339274,124199.46
Central America and the Cari,Personal Care,Online,L,20121207,449254834,83800.64
Middle East and North Africa,Cereal,Offline,M,20110121,468570601,824595.72
Central America and the Cari,Cereal,Offline,C,20190629,373147904,142807.08
Europe,Vegetables,Offline,L,20151002,891160571,193872.23
Middle East and North Africa,Vegetables,Offline,C,20101205,571094930,538877.68
Middle East and North Africa,Clothes,Online,H,20120411,731749808,725880.96
Europe,Clothes,Offline,L,20171111,512236535,75569.76
Sub-Saharan Africa,Beverages,Online,H,20110317,921978938,45586.26
Sub-Saharan Africa,Office Supplies,Online,C,20200213,790713346,1073756.25
Asia,Personal Care,Online,L,20150202,818488585,195868.96
Asia,Fruits,Online,C,20101121,425665986,6938.39
Central America and the Cari,Snacks,Offline,M,20180613,902919375,152351.82
Central America and the Cari,Baby Food,Offline,M,20180212,461235082,821040.90
Asia,Clothes,Online,C,20180627,981911933,618071.04
Middle East and North Africa,Beverages,Online,L,20181215,366561257,38789.82
Europe,Fruits,Offline,H,20150129,187106883,19132.99
Asia,Fruits,Online,L,20140812,735785138,9707.48
Sub-Saharan Africa,Household,Offline,C,20101010,575144851,1159612.81
Middle East and North Africa,Snacks,Offline,H,20190903,588047349,283033.62
North America,Vegetables,Offline,C,20101017,827666461,236926.89
Europe,Office Supplies,Offline,M,20190420,967488515,26007.50
Europe,Office Supplies,Offline,L,20120504,751312339,1120090.00
Central America and the Cari,Vegetables,Offline,M,20120114,443249261,388943.93
Europe,Meat,Offline,L,20150415,377723109,315572.40
Europe,Clothes,Online,H,20200624,509470212,177137.28
Central America and the Cari,Cosmetics,Online,H,20110626,863539397,1626032.24
Europe,Personal Care,Offline,H,20160608,185291993,21877.38
Europe,Snacks,Online,C,20161108,890401828,471005.88
Europe,Office Supplies,Offline,C,20170225,514855229,752197.50
Central America and the Cari,Vegetables,Online,L,20171125,264951026,236800.63
Central America and the Cari,Clothes,Online,C,20100623,967300546,336502.08
Australia and Oceania,Meat,Offline,H,20140701,818827617,465779.60
Europe,Clothes,Offline,H,20190103,336768567,452243.52
Sub-Saharan Africa,Beverages,Offline,C,20191122,108672225,115586.46
Asia,Cosmetics,Online,H,20140719,342399919,452062.00
Europe,Snacks,Offline,M,20171129,416125476,530998.20
Middle East and North Africa,Snacks,Online,C,20140507,228335225,458875.08
Sub-Saharan Africa,Fruits,Offline,H,20160614,647827994,13387.55
Europe,Baby Food,Online,M,20161212,363715112,22910.54
Europe,Baby Food,Offline,M,20150524,835420405,797363.48
Asia,Beverages,Offline,L,20121111,442680203,121584.24
Sub-Saharan Africa,Personal Care,Offline,M,20170412,335543334,89815.04
Middle East and North Africa,Office Supplies,Offline,M,20160904,384371125,355015.00
Asia,Fruits,Online,L,20160821,529837405,22935.97
Europe,Fruits,Online,C,20130722,332928502,23610.77
Asia,Baby Food,Online,L,20100903,324943244,650122.52
Central America and the Cari,Clothes,Offline,M,20120925,657492959,413614.08
Sub-Saharan Africa,Clothes,Online,L,20200823,652501475,627251.04
Sub-Saharan Africa,Baby Food,Offline,M,20150603,152205121,932909.52
Europe,Snacks,Offline,C,20170107,869152724,25364.40
Asia,Cereal,Online,H,20141023,536205613,355334.49
Middle East and North Africa,Clothes,Online,L,20150917,556537616,51628.32
Europe,Meat,Online,M,20170615,153635060,164907.60
